4.2001,2.6003,0.29028,0.87085
4.23,2.69,0.30778,0.92335
4.2616,2.7848,0.32356,0.97069
4.2947,2.884,0.33746,1.0124
4.329,2.9871,0.34932,1.048
4.3645,3.0934,0.35904,1.0771
4.4008,3.2023,0.36652,1.0995
4.4377,3.3131,0.37167,1.115
4.475,3.425,0.37447,1.1234
4.5125,3.5375,0.37487,1.1246
4.5499,3.6497,0.37287,1.1186
4.587,3.761,0.3685,1.1055
4.6235,3.8706,0.36179,1.0854
4.6593,3.9778,0.35281,1.0584
4.694,4.082,0.34164,1.0249
4.7275,4.1826,0.32841,0.98523
4.7596,4.2789,0.31324,0.93973
4.7901,4.3704,0.2963,0.88889
4.8188,4.4565,0.27775,0.83325
4.8456,4.5369,0.25781,0.77344
4.8704,4.6111,0.2367,0.71011
4.8929,4.6788,0.21468,0.64404
4.9133,4.7398,0.19201,0.57602
4.9313,4.794,0.16899,0.50696
4.9471,4.8412,0.14593,0.4378
4.9605,4.8816,0.12319,0.36957
4.9717,4.9152,0.10112,0.30337
4.9808,4.9424,0.080119,0.24036
4.9878,4.9634,0.060588,0.18176
4.993,4.9789,0.042966,0.1289
4.9965,4.9894,0.027708,0.083123
4.9986,4.9958,0.015295,0.045884
4.9996,4.9989,0.0062296,0.018689
5,4.9999,0.0010384,0.0031152
5,5,-0.00026312,-0.00078937
4.9998,4.9995,-0.0040421,-0.012126
4.9991,4.9972,-0.011876,-0.035627
4.9973,4.992,-0.02323,-0.069689
4.9943,4.9829,-0.037594,-0.11278
4.9897,4.9692,-0.05448,-0.16344
4.9833,4.95,-0.073424,-0.22027
4.975,4.925,-0.093983,-0.28195
4.9645,4.8935,-0.11574,-0.34722
4.9518,4.8554,-0.1383,-0.4149
4.9368,4.8105,-0.16129,-0.48387
4.9195,4.7586,-0.18436,-0.55307
4.9,4.6999,-0.20718,-0.62154
4.8781,4.6344,-0.22945,-0.68836
4.8541,4.5623,-0.25089,-0.75268
4.828,4.484,-0.27125,-0.81375
4.7999,4.3997,-0.29028,-0.87085
4.77,4.31,-0.30778,-0.92335
4.7384,4.2152,-0.32356,-0.97069
4.7053,4.116,-0.33746,-1.0124
4.671,4.0129,-0.34932,-1.048
4.6355,3.9066,-0.35904,-1.0771
4.5992,3.7977,-0.36652,-1.0995
4.5623,3.6869,-0.37167,-1.115
4.525,3.575,-0.37447,-1.1234
4.4875,3.4625,-0.37487,-1.1246
4.4501,3.3503,-0.37287,-1.1186
4.413,3.239,-0.3685,-1.1055
4.3765,3.1294,-0.36179,-1.0854
4.3407,3.0222,-0.35281,-1.0584
4.306,2.918,-0.34164,-1.0249
4.2725,2.8174,-0.32841,-0.98523
4.2404,2.7211,-0.31324,-0.93973
4.2099,2.6296,-0.2963,-0.88889
4.1812,2.5435,-0.27775,-0.83325
4.1544,2.4631,-0.25781,-0.77344
4.1296,2.3889,-0.2367,-0.71011
4.1071,2.3212,-0.21468,-0.64404
4.0867,2.2602,-0.19201,-0.57602
4.0687,2.206,-0.16899,-0.50696
4.0529,2.1588,-0.14593,-0.4378
4.0395,2.1184,-0.12319,-0.36957
4.0283,2.0848,-0.10112,-0.30337
4.0192,2.0576,-0.080119,-0.24036
4.0122,2.0366,-0.060588,-0.18176
4.007,2.0211,-0.042966,-0.1289
4.0035,2.0106,-0.027708,-0.083123
4.0014,2.0042,-0.015295,-0.045884
4.0004,2.0011,-0.0062296,-0.018689
4,2.0001,-0.0010384,-0.0031152
4,2,-0.00078937,-0.00026312
3.9995,1.9998,-0.012126,-0.0040421
3.9972,1.9991,-0.035627,-0.011876
3.992,1.9973,-0.069689,-0.02323
3.9829,1.9943,-0.11278,-0.037594
3.9692,1.9897,-0.16344,-0.05448
3.95,1.9833,-0.22027,-0.073424
3.925,1.975,-0.28195,-0.093983
3.8935,1.9645,-0.34722,-0.11574
3.8554,1.9518,-0.4149,-0.1383
3.8105,1.9368,-0.48387,-0.16129
3.7586,1.9195,-0.55307,-0.18436
3.6999,1.9,-0.62154,-0.20718
3.6344,1.8781,-0.68836,-0.22945
3.5623,1.8541,-0.75268,-0.25089
3.484,1.828,-0.81375,-0.27125
3.3997,1.7999,-0.87085,-0.29028
3.31,1.77,-0.92335,-0.30778
3.2152,1.7384,-0.97069,-0.32356
3.116,1.7053,-1.0124,-0.33746
3.0129,1.671,-1.048,-0.34932
2.9066,1.6355,-1.0771,-0.35904
2.7977,1.5992,-1.0995,-0.36652
2.6869,1.5623,-1.115,-0.37167
2.575,1.525,-1.1234,-0.37447
2.4625,1.4875,-1.1246,-0.37487
2.3503,1.4501,-1.1186,-0.37287
2.239,1.413,-1.1055,-0.3685
2.1294,1.3765,-1.0854,-0.36179
2.0222,1.3407,-1.0584,-0.35281
1.918,1.306,-1.0249,-0.34164
1.8174,1.2725,-0.98523,-0.32841
1.7211,1.2404,-0.93973,-0.31324
1.6296,1.2099,-0.88889,-0.2963
1.5435,1.1812,-0.83325,-0.27775
1.4631,1.1544,-0.77344,-0.25781
1.3889,1.1296,-0.71011,-0.2367
1.3212,1.1071,-0.64404,-0.21468
1.2602,1.0867,-0.57602,-0.19201
1.206,1.0687,-0.50696,-0.16899
1.1588,1.0529,-0.4378,-0.14593
1.1184,1.0395,-0.36957,-0.12319
1.0848,1.0283,-0.30337,-0.10112
1.0576,1.0192,-0.24036,-0.080119
1.0366,1.0122,-0.18176,-0.060588
1.0211,1.007,-0.1289,-0.042966
1.0106,1.0035,-0.083123,-0.027708
1.0042,1.0014,-0.045884,-0.015295
1.0011,1.0004,-0.018689,-0.0062296
1.0001,1,-0.0031152,-0.0010384
