0,0,0,0
0.0019703,0.0019703,0.057257,0.057257
0.014319,0.014319,0.20072,0.20072
0.043707,0.043707,0.39214,0.39214
0.093251,0.093251,0.59886,0.59886
0.16308,0.16308,0.7938,0.7938
0.2509,0.2509,0.95551,0.95551
0.35254,0.35254,1.0681,1.0681
0.46254,0.46254,1.1214,1.1214
0.57468,0.57468,1.1106,1.1106
0.68256,0.68256,1.0368,1.0368
0.78015,0.78015,0.9064,0.9064
0.86235,0.86235,0.73157,0.73157
0.92557,0.92557,0.53004,0.53004
0.96824,0.96824,0.32514,0.32514
0.99144,0.99144,0.1458,0.1458
0.9994,0.9994,0.026542,0.026542
1.0001,1,0.0069149,0
1.0045,1,0.097505,0
1.022,1,0.26093,0
1.0579,1,0.4608,0
1.1143,1,0.66632,0
1.1905,1,0.8523,0
1.2835,1,0.99913,0
1.3886,1,1.0928,0
1.5,1,1.125,0
1.6114,1,1.0928,0
1.7165,1,0.99913,0
1.8095,1,0.8523,0
1.8857,1,0.66632,0
1.9421,1,0.4608,0
1.978,1,0.26093,0
1.9955,1,0.097505,0
1.9999,1,0.0069149,0
2,1.0001,0.0010384,0.0031152
2.0004,1.0011,0.0062296,0.018689
2.0014,1.0042,0.015295,0.045884
2.0035,1.0106,0.027708,0.083123
2.007,1.0211,0.042966,0.1289
2.0122,1.0366,0.060588,0.18176
2.0192,1.0576,0.080119,0.24036
2.0283,1.0848,0.10112,0.30337
2.0395,1.1184,0.12319,0.36957
2.0529,1.1588,0.14593,0.4378
2.0687,1.206,0.16899,0.50696
2.0867,1.2602,0.19201,0.57602
2.1071,1.3212,0.21468,0.64404
2.1296,1.3889,0.2367,0.71011
2.1544,1.4631,0.25781,0.77344
2.1812,1.5435,0.27775,0.83325
2.2099,1.6296,0.2963,0.88889
2.2404,1.7211,0.31324,0.93973
2.2725,1.8174,0.32841,0.98523
2.306,1.918,0.34164,1.0249
2.3407,2.0222,0.35281,1.0584
2.3765,2.1294,0.36179,1.0854
2.413,2.239,0.3685,1.1055
2.4501,2.3503,0.37287,1.1186
2.4875,2.4625,0.37487,1.1246
2.525,2.575,0.37447,1.1234
2.5623,2.6869,0.37167,1.115
2.5992,2.7977,0.36652,1.0995
2.6355,2.9066,0.35904,1.0771
2.671,3.0129,0.34932,1.048
2.7053,3.116,0.33746,1.0124
2.7384,3.2152,0.32356,0.97069
2.77,3.31,0.30778,0.92335
2.7999,3.3997,0.29028,0.87085
2.828,3.484,0.27125,0.81375
2.8541,3.5623,0.25089,0.75268
2.8781,3.6344,0.22945,0.68836
2.9,3.6999,0.20718,0.62154
2.9195,3.7586,0.18436,0.55307
2.9368,3.8105,0.16129,0.48387
2.9518,3.8554,0.1383,0.4149
2.9645,3.8935,0.11574,0.34722
2.975,3.925,0.093983,0.28195
2.9833,3.95,0.073424,0.22027
2.9897,3.9692,0.05448,0.16344
2.9943,3.9829,0.037594,0.11278
2.9973,3.992,0.02323,0.069689
2.9991,3.9972,0.011876,0.035627
2.9998,3.9995,0.0040421,0.012126
3,4,0.00026312,0.00078937
3.0001,3.9998,0.0034574,-0.0069149
3.0012,3.9977,0.020306,-0.040612
3.0045,3.9909,0.048753,-0.097505
3.0112,3.9776,0.08626,-0.17252
3.022,3.956,0.13047,-0.26093
3.0375,3.9251,0.17918,-0.35837
3.0579,3.8842,0.2304,-0.4608
3.0836,3.8329,0.28228,-0.56456
3.1143,3.7713,0.33316,-0.66632
3.1501,3.6998,0.38155,-0.76311
3.1905,3.6189,0.42615,-0.8523
3.2352,3.5297,0.46581,-0.93161
3.2835,3.433,0.49957,-0.99913
3.3349,3.3303,0.52664,-1.0533
3.3886,3.2228,0.54642,-1.0928
3.4439,3.1122,0.55846,-1.1169
3.5,3,0.5625,-1.125
3.5561,2.8878,0.55846,-1.1169
3.6114,2.7772,0.54642,-1.0928
3.6651,2.6697,0.52664,-1.0533
3.7165,2.567,0.49957,-0.99913
3.7648,2.4703,0.46581,-0.93161
3.8095,2.3811,0.42615,-0.8523
3.8499,2.3002,0.38155,-0.76311
3.8857,2.2287,0.33316,-0.66632
3.9164,2.1671,0.28228,-0.56456
3.9421,2.1158,0.2304,-0.4608
3.9625,2.0749,0.17918,-0.35837
3.978,2.044,0.13047,-0.26093
3.9888,2.0224,0.08626,-0.17252
3.9955,2.0091,0.048753,-0.097505
3.9988,2.0023,0.020306,-0.040613
3.9999,2.0002,0.0034574,-0.0069149
4,2,0.00026312,0.00078937
4.0002,2.0005,0.0040421,0.012126
4.0009,2.0028,0.011876,0.035627
4.0027,2.008,0.02323,0.069689
4.0057,2.0171,0.037594,0.11278
4.0103,2.0308,0.05448,0.16344
4.0167,2.05,0.073424,0.22027
4.025,2.075,0.093983,0.28195
4.0355,2.1065,0.11574,0.34722
4.0482,2.1446,0.1383,0.4149
4.0632,2.1895,0.16129,0.48387
4.0805,2.2414,0.18436,0.55307
4.1,2.3001,0.20718,0.62154
4.1219,2.3656,0.22945,0.68836
4.1459,2.4377,0.25089,0.75268
4.172,2.516,0.27125,0.81375
